Date,Month,Product,Product Family,Quarter,Region EN,Select level,Territory EN,Year,Arrow up and down,CY Patients,"CY to PY, %","CY to PY, % negative (for tooltip)","CY to PY, % positive (for tooltip)",Diagnosed Patients,Number of Records,PY Patients
09/09/2019,9,Prd21,FAM8,3,Central,FAM8,Kursk Oblast,2019,↓,0,-1,-1,,1,1,1
18/09/2019,9,Prd21,FAM8,3,Central,FAM8,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
25/09/2019,9,Prd21,FAM8,3,Central,FAM8,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
30/09/2019,9,Prd21,FAM8,3,Central,FAM8,Smolensk Oblast,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
10/09/2019,9,Prd21,FAM8,3,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Amur Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Irkutsk Oblast,2019,↓,0,-1,-1,,4,1,4
22/08/2019,8,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
23/08/2019,8,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
29/08/2019,8,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Novosibirsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Zabaykalsky Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Irkutsk Oblast,2019,↓,0,-1,-1,,2,1,2
01/09/2019,9,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Irkutsk Oblast,2019,↓,0,-1,-1,,1,1,1
17/09/2019,9,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Novosibirsk Oblast,2019,↓,0,-1,-1,,1,1,1
24/09/2019,9,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Novosibirsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Zabaykalsky Oblast,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,E.Siberia & Far East,FAM8,Irkutsk Oblast,2019,↓,0,-1,-1,,3,1,3
10/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
14/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
22/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
31/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
03/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
05/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,3,1,3
07/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,3,1,3
12/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,3,1,3
23/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,3,1,3
04/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,4,1,4
09/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,8,1,8
01/07/2019,7,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,13,1,13
08/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
12/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
13/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
15/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
16/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
19/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
21/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
22/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
22/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
24/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
27/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
05/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
12/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
26/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
06/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,3,1,3
01/08/2019,8,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,4,1,4
08/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
16/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
17/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,1,1,1
04/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,2,1,2
02/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,4,1,4
10/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,5,1,5
03/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,6,1,6
04/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,7,1,7
02/09/2019,9,Prd21,FAM8,3,Moscow,FAM8,Moscow,2019,↓,0,-1,-1,,11,1,11
02/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
04/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
22/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
24/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
16/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,2,1,2
23/07/2019,7,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,4,1,4
01/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
05/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
12/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
13/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
29/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,2,1,2
15/08/2019,8,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,4,1,4
01/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
02/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
04/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
16/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
18/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,1,1,1
19/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,2,1,2
02/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,3,1,3
03/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,3,1,3
03/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,3,1,3
11/09/2019,9,Prd21,FAM8,3,Moscow Region,FAM8,Moscow Region,2019,↓,0,-1,-1,,4,1,4
15/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
18/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Komi Republic,2019,↓,0,-1,-1,,1,1,1
08/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
23/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Pskov Oblast,2019,↓,0,-1,-1,,1,1,1
30/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Pskov Oblast,2019,↓,0,-1,-1,,1,1,1
08/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
16/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,4,1,4
04/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
27/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Komi Republic,2019,↓,0,-1,-1,,1,1,1
12/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
04/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Pskov Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
26/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,7,1,7
02/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
23/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
22/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Kaliningrad Oblast,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
06/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Komi Republic,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Komi Republic,2019,↓,0,-1,-1,,1,1,1
16/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Komi Republic,2019,↓,0,-1,-1,,1,1,1
11/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
23/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Nenets Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
10/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
19/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
29/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
23/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
16/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Vologda Oblast,2019,↓,0,-1,-1,,2,1,2
01/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,3,1,3
01/09/2019,9,Prd21,FAM8,3,North-West,FAM8,Saint Petersburg,2019,↓,0,-1,-1,,15,1,15
21/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Adygea Republic,2019,↓,0,-1,-1,,1,1,1
25/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
07/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Kalmykia Republic,2019,↓,0,-1,-1,,1,1,1
21/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
25/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
30/07/2019,7,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
26/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
27/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
11/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
28/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
06/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
07/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
08/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Astrakhan Oblast,2019,↓,0,-1,-1,,2,1,2
15/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
28/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
01/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Volgograd Oblast,2019,↓,0,-1,-1,,2,1,2
01/08/2019,8,Prd21,FAM8,3,Southern,FAM8,Volgograd Oblast,2019,↓,0,-1,-1,,2,1,2
24/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
30/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
20/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Crimea Republic,2019,↓,0,-1,-1,,2,1,2
08/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,2,1,2
10/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,2,1,2
11/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Rostov Oblast,2019,↓,0,-1,-1,,2,1,2
02/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Astrakhan Oblast,2019,↓,0,-1,-1,,3,1,3
05/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Krasnodar Oblast,2019,↓,0,-1,-1,,3,1,3
02/09/2019,9,Prd21,FAM8,3,Southern,FAM8,Volgograd Oblast,2019,↓,0,-1,-1,,3,1,3
03/07/2019,7,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Khanty-Mansi Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
10/07/2019,7,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Khanty-Mansi Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
15/07/2019,7,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Kurgan Oblast,2019,↓,0,-1,-1,,1,1,1
16/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Altai Oblast,2019,↓,0,-1,-1,,1,1,1
16/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Kemerovo Oblast,2019,↓,0,-1,-1,,1,1,1
26/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Omsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Tomsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Tyumen Oblast,2019,↓,0,-1,-1,,1,1,1
20/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Tyumen Oblast,2019,↓,0,-1,-1,,1,1,1
12/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Yamalo-Nenets Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Tomsk Oblast,2019,↓,0,-1,-1,,2,1,2
13/08/2019,8,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Sverdlovsk Oblast,2019,↓,0,-1,-1,,3,1,3
02/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Altai Oblast,2019,↓,0,-1,-1,,1,1,1
03/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Altai Oblast,2019,↓,0,-1,-1,,1,1,1
26/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Khanty-Mansi Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
30/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Khanty-Mansi Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
27/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Kurgan Oblast,2019,↓,0,-1,-1,,1,1,1
16/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Omsk Oblast,2019,↓,0,-1,-1,,1,1,1
03/09/2019,9,Prd21,FAM8,3,Ural & W.Siberia,FAM8,Tomsk Oblast,2019,↓,0,-1,-1,,1,1,1
02/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
15/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Chuvash Republic,2019,↓,0,-1,-1,,1,1,1
15/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
30/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
02/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
09/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
14/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
16/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Penza Oblast,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Perm Oblast,2019,↓,0,-1,-1,,1,1,1
02/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Perm Oblast,2019,↓,0,-1,-1,,1,1,1
31/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Perm Oblast,2019,↓,0,-1,-1,,1,1,1
03/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Samara Oblast,2019,↓,0,-1,-1,,1,1,1
09/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Saratov Oblast,2019,↓,0,-1,-1,,1,1,1
02/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
04/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
09/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
22/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
31/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Udmurt Republic,2019,↓,0,-1,-1,,1,1,1
03/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,2,1,2
30/07/2019,7,Prd21,FAM8,3,Volga,FAM8,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,4,1,4
01/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
04/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
08/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
11/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
20/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
26/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Chuvash Republic,2019,↓,0,-1,-1,,1,1,1
30/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Chuvash Republic,2019,↓,0,-1,-1,,1,1,1
13/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Mari El Republic,2019,↓,0,-1,-1,,1,1,1
15/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Mordovia Republic,2019,↓,0,-1,-1,,1,1,1
20/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Penza Oblast,2019,↓,0,-1,-1,,1,1,1
21/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Penza Oblast,2019,↓,0,-1,-1,,1,1,1
29/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Perm Oblast,2019,↓,0,-1,-1,,1,1,1
28/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Samara Oblast,2019,↓,0,-1,-1,,1,1,1
02/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
27/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Udmurt Republic,2019,↓,0,-1,-1,,1,1,1
25/08/2019,8,Prd21,FAM8,3,Volga,FAM8,Udmurt Republic,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Chuvash Republic,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Mari El Republic,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Mordovia Republic,2019,↓,0,-1,-1,,1,1,1
11/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
17/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
25/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
30/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
25/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Perm Oblast,2019,↓,0,-1,-1,,2,1,2
25/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Samara Oblast,2019,↓,0,-1,-1,,3,1,3
17/09/2019,9,Prd21,FAM8,3,Volga,FAM8,Saratov Oblast,2019,↓,0,-1,-1,,4,1,4
10/12/2019,12,Prd20,FAM1,4,Central,FAM1,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
05/10/2019,10,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Buryatia Republic,2019,↓,0,-1,-1,,1,1,1
05/10/2019,10,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Sakha Republic,2019,↓,0,-1,-1,,1,1,1
04/11/2019,11,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Irkutsk Oblast,2019,↓,0,-1,-1,,1,1,1
23/11/2019,11,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Irkutsk Oblast,2019,↓,0,-1,-1,,1,1,1
30/11/2019,11,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Novosibirsk Oblast,2019,↓,0,-1,-1,,1,1,1
02/11/2019,11,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Zabaykalsky Oblast,2019,↓,0,-1,-1,,1,1,1
10/12/2019,12,Prd20,FAM1,4,E.Siberia & Far East,FAM1,Kamchatka Oblast,2019,↓,0,-1,-1,,1,1,1
05/11/2019,11,Prd20,FAM1,4,North-West,FAM1,Komi Republic,2019,↓,0,-1,-1,,1,1,1
12/12/2019,12,Prd20,FAM1,4,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
17/12/2019,12,Prd20,FAM1,4,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
