Date,Month,Product,Product Family,Quarter,Region EN,Select level,Territory EN,Year,Arrow up and down,CY Patients,"CY to PY, %","CY to PY, % negative (for tooltip)","CY to PY, % positive (for tooltip)",Diagnosed Patients,Number of Records,PY Patients
26/04/2019,4,Prd2,FAM1,2,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
29/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Adygea Republic,2019,↓,0,-1,-1,,1,1,1
07/08/2019,8,Prd2,FAM1,3,Southern,FAM1,Adygea Republic,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Astrakhan Oblast,2019,↓,0,-1,-1,,1,1,1
05/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Astrakhan Oblast,2019,↓,0,-1,-1,,2,1,2
03/02/2020,2,Prd2,FAM1,1,Southern,FAM1,Astrakhan Oblast,2020,↓,2,0,,,2,1,2
23/07/2019,7,Prd2,FAM1,3,Southern,FAM1,Chechen Republic,2019,↓,0,-1,-1,,1,1,1
17/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Chechen Republic,2019,↓,0,-1,-1,,1,1,1
06/11/2019,11,Prd2,FAM1,4,Southern,FAM1,Chechen Republic,2019,↓,0,-1,-1,,1,1,1
04/12/2019,12,Prd2,FAM1,4,Southern,FAM1,Chechen Republic,2019,↓,0,-1,-1,,1,1,1
14/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Crimea Republic,2019,↓,0,-1,-1,,10,1,10
30/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Crimea Republic,2019,↓,0,-1,-1,,2,1,2
07/10/2019,10,Prd2,FAM1,4,Southern,FAM1,Crimea Republic,2019,↓,0,-1,-1,,3,1,3
01/11/2019,11,Prd2,FAM1,4,Southern,FAM1,Crimea Republic,2019,↓,0,-1,-1,,2,1,2
01/06/2020,6,Prd2,FAM1,2,Southern,FAM1,Crimea Republic,2020,↓,1,0,,,1,1,1
14/06/2020,6,Prd2,FAM1,2,Southern,FAM1,Crimea Republic,2020,↓,1,0,,,1,1,1
24/06/2020,6,Prd2,FAM1,2,Southern,FAM1,Crimea Republic,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd2,FAM1,2,Southern,FAM1,Crimea Republic,2020,↓,3,0,,,3,1,3
14/10/2019,10,Prd2,FAM1,4,Southern,FAM1,Dagestan Republic,2019,↓,0,-1,-1,,1,1,1
11/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Kabardino-Balkar Republic,2019,↓,0,-1,-1,,1,1,1
30/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
26/02/2019,2,Prd2,FAM1,1,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
02/04/2019,4,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd2,FAM1,3,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
02/08/2019,8,Prd2,FAM1,3,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd2,FAM1,3,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
05/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
18/09/2019,9,Prd2,FAM1,3,Southern,FAM1,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
16/03/2020,3,Prd2,FAM1,1,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
20/04/2020,4,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
17/05/2020,5,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd2,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
14/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
11/03/2019,3,Prd2,FAM1,1,Southern,FAM1,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
10/06/2019,6,Prd2,FAM1,2,Southern,FAM1,Rostov Oblast,2019,↓,0,-1,-1,,1,1,1
10/02/2020,2,Prd2,FAM1,1,Southern,FAM1,Rostov Oblast,2020,↓,1,0,,,1,1,1
11/03/2020,3,Prd2,FAM1,1,Southern,FAM1,Rostov Oblast,2020,↓,1,0,,,1,1,1
14/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Sevastopol,2019,↓,0,-1,-1,,1,1,1
01/01/2019,1,Prd2,FAM1,1,Southern,FAM1,Volgograd Oblast,2019,↓,0,-1,-1,,3,1,3
10/02/2019,2,Prd2,FAM1,1,Southern,FAM1,Volgograd Oblast,2019,↓,0,-1,-1,,1,1,1
16/02/2019,2,Prd2,FAM1,1,Southern,FAM1,Volgograd Oblast,2019,↓,0,-1,-1,,1,1,1
01/10/2019,10,Prd2,FAM1,4,Southern,FAM1,Volgograd Oblast,2019,↓,0,-1,-1,,3,1,3
31/05/2020,5,Prd2,FAM1,2,Southern,FAM1,Volgograd Oblast,2020,↓,1,0,,,1,1,1
28/02/2019,2,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
02/03/2019,3,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
03/03/2019,3,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,2,1,2
24/03/2019,3,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
31/03/2019,3,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,2,1,2
13/04/2019,4,Prd2,FAM1,2,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
04/05/2019,5,Prd2,FAM1,2,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
11/05/2019,5,Prd2,FAM1,2,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
12/05/2019,5,Prd2,FAM1,2,Ural & W.Siberia,FAM1,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
14/07/2019,7,Prd2,FAM1,3,Ural & W.Siberia,FAM1,Kemerovo Oblast,2019,↓,0,-1,-1,,1,1,1
01/01/2019,1,Prd2,FAM1,1,Ural & W.Siberia,FAM1,Omsk Oblast,2019,↓,0,-1,-1,,3,1,3
01/01/2019,1,Prd2,FAM1,1,Volga,FAM1,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
11/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Chuvash Republic,2019,↓,0,-1,-1,,1,1,1
30/06/2019,6,Prd2,FAM1,2,Volga,FAM1,Kirov Oblast,2019,↓,0,-1,-1,,2,1,2
11/02/2019,2,Prd2,FAM1,1,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
14/04/2019,4,Prd2,FAM1,2,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
17/06/2019,6,Prd2,FAM1,2,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
30/06/2019,6,Prd2,FAM1,2,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
31/07/2019,7,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,6,1,6
04/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,3,1,3
05/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
06/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
11/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
12/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
18/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
08/09/2019,9,Prd2,FAM1,3,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
07/11/2019,11,Prd2,FAM1,4,Volga,FAM1,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
01/01/2019,1,Prd2,FAM1,1,Volga,FAM1,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
31/01/2019,1,Prd2,FAM1,1,Volga,FAM1,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
31/12/2019,12,Prd2,FAM1,4,Volga,FAM1,Orenburg Oblast,2019,↓,0,-1,-1,,1,1,1
29/02/2020,2,Prd2,FAM1,1,Volga,FAM1,Orenburg Oblast,2020,↓,2,0,,,2,1,2
01/03/2019,3,Prd2,FAM1,1,Volga,FAM1,Perm Oblast,2019,↓,0,-1,-1,,1,1,1
30/01/2019,1,Prd2,FAM1,1,Volga,FAM1,Samara Oblast,2019,↓,0,-1,-1,,9,1,9
13/04/2019,4,Prd2,FAM1,2,Volga,FAM1,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
24/04/2019,4,Prd2,FAM1,2,Volga,FAM1,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
30/06/2019,6,Prd2,FAM1,2,Volga,FAM1,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
11/08/2019,8,Prd2,FAM1,3,Volga,FAM1,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
22/10/2019,10,Prd2,FAM1,4,Volga,FAM1,Tatarstan Republic,2019,↓,0,-1,-1,,1,1,1
01/02/2019,2,Prd2,FAM1,1,Volga,FAM1,Udmurt Republic,2019,↓,0,-1,-1,,4,1,4
28/05/2019,5,Prd6,FAM25,2,Central,FAM25,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
29/05/2019,5,Prd6,FAM25,2,Central,FAM25,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
23/10/2019,10,Prd6,FAM25,4,Central,FAM25,Kaluga Oblast,2019,↓,0,-1,-1,,1,1,1
24/10/2019,10,Prd6,FAM25,4,Central,FAM25,Kostroma Oblast,2019,↓,0,-1,-1,,1,1,1
11/02/2020,2,Prd6,FAM25,1,Central,FAM25,Kursk Oblast,2020,↓,1,0,,,1,1,1
01/07/2020,7,Prd6,FAM25,3,Central,FAM25,Kursk Oblast,2020,↓,1,0,,,1,1,1
05/05/2020,5,Prd6,FAM25,2,Central,FAM25,Lipetsk Oblast,2020,↓,1,0,,,1,1,1
17/06/2020,6,Prd6,FAM25,2,Central,FAM25,Lipetsk Oblast,2020,↓,4,0,,,4,1,4
14/08/2019,8,Prd6,FAM25,3,Central,FAM25,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
26/02/2019,2,Prd6,FAM25,1,Central,FAM25,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
18/06/2019,6,Prd6,FAM25,2,Central,FAM25,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
04/12/2019,12,Prd6,FAM25,4,Central,FAM25,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
13/05/2020,5,Prd6,FAM25,2,Central,FAM25,Tver Oblast,2020,↓,1,0,,,1,1,1
20/11/2019,11,Prd6,FAM25,4,Central,FAM25,Vladimir Oblast,2019,↓,0,-1,-1,,1,1,1
06/05/2019,5,Prd6,FAM25,2,Central,FAM25,Voronezh Oblast,2019,↓,0,-1,-1,,1,1,1
05/07/2019,7,Prd6,FAM25,3,Central,FAM25,Voronezh Oblast,2019,↓,0,-1,-1,,1,1,1
02/09/2019,9,Prd6,FAM25,3,Central,FAM25,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
06/09/2019,9,Prd6,FAM25,3,Central,FAM25,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
13/09/2019,9,Prd6,FAM25,3,Central,FAM25,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
12/03/2020,3,Prd6,FAM25,1,Central,FAM25,Yaroslavl Oblast,2020,↓,1,0,,,1,1,1
28/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Buryatia Republic,2020,↓,1,0,,,1,1,1
11/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Buryatia Republic,2020,↓,1,0,,,1,1,1
29/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Buryatia Republic,2020,↓,1,0,,,1,1,1
23/05/2019,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Irkutsk Oblast,2019,↓,0,-1,-1,,1,1,1
19/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Irkutsk Oblast,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Irkutsk Oblast,2020,↓,1,0,,,1,1,1
24/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Irkutsk Oblast,2020,↓,2,0,,,2,1,2
29/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Irkutsk Oblast,2020,↓,4,0,,,4,1,4
22/07/2019,7,Prd6,FAM25,3,E.Siberia & Far East,FAM25,Khabarovsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/10/2019,10,Prd6,FAM25,4,E.Siberia & Far East,FAM25,Khabarovsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/12/2019,12,Prd6,FAM25,4,E.Siberia & Far East,FAM25,Khabarovsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Khabarovsk Oblast,2020,↓,1,0,,,1,1,1
27/03/2019,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Khakassia,2019,↓,0,-1,-1,,1,1,1
10/04/2020,4,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Khakassia,2020,↓,1,0,,,1,1,1
25/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Khakassia,2020,↓,1,0,,,1,1,1
28/02/2019,2,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/03/2019,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,2,1,2
18/03/2019,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
20/03/2019,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
17/09/2019,9,Prd6,FAM25,3,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
19/09/2019,9,Prd6,FAM25,3,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
02/10/2019,10,Prd6,FAM25,4,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
08/12/2019,12,Prd6,FAM25,4,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
14/01/2020,1,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
09/02/2020,2,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
10/02/2020,2,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
19/02/2020,2,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
05/03/2020,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
12/03/2020,3,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
29/04/2020,4,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
20/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
21/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
01/08/2020,8,Prd6,FAM25,3,E.Siberia & Far East,FAM25,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
01/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Magadan Oblast,2020,↓,1,0,,,1,1,1
12/01/2020,1,Prd6,FAM25,1,E.Siberia & Far East,FAM25,Novosibirsk Oblast,2020,↓,2,0,,,2,1,2
12/05/2020,5,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Novosibirsk Oblast,2020,↓,1,0,,,1,1,1
15/06/2020,6,Prd6,FAM25,2,E.Siberia & Far East,FAM25,Novosibirsk Oblast,2020,↓,1,0,,,1,1,1
09/12/2019,12,Prd6,FAM25,4,E.Siberia & Far East,FAM25,Sakha Republic,2019,↓,0,-1,-1,,1,1,1
01/02/2019,2,Prd6,FAM25,1,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,3,1,3
01/03/2019,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,6,1,6
06/03/2019,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
28/03/2019,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,3,1,3
29/03/2019,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/04/2019,4,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,3,1,3
01/05/2019,5,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,2,1,2
20/05/2019,5,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
21/05/2019,5,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
28/05/2019,5,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/06/2019,6,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,2,1,2
04/06/2019,6,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
10/06/2019,6,Prd6,FAM25,2,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/07/2019,7,Prd6,FAM25,3,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
14/08/2019,8,Prd6,FAM25,3,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
28/08/2019,8,Prd6,FAM25,3,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd6,FAM25,3,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,3,1,3
03/09/2019,9,Prd6,FAM25,3,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/10/2019,10,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,6,1,6
30/10/2019,10,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
01/11/2019,11,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,5,1,5
07/11/2019,11,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
27/11/2019,11,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
29/11/2019,11,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,2,1,2
10/12/2019,12,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
12/12/2019,12,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
13/12/2019,12,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
25/12/2019,12,Prd6,FAM25,4,Moscow,FAM25,Moscow,2019,↓,0,-1,-1,,1,1,1
09/01/2020,1,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
13/01/2020,1,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
15/01/2020,1,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
16/01/2020,1,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
01/02/2020,2,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
02/02/2020,2,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,2,0,,,2,1,2
06/02/2020,2,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
13/02/2020,2,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
01/03/2020,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
12/03/2020,3,Prd6,FAM25,1,Moscow,FAM25,Moscow,2020,↓,2,0,,,2,1,2
08/04/2020,4,Prd6,FAM25,2,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd6,FAM25,2,Moscow,FAM25,Moscow,2020,↓,1,0,,,1,1,1
01/01/2019,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
11/01/2019,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
16/01/2019,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
26/03/2019,3,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
17/04/2019,4,Prd6,FAM25,2,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
16/05/2019,5,Prd6,FAM25,2,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
18/06/2019,6,Prd6,FAM25,2,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd6,FAM25,3,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
23/10/2019,10,Prd6,FAM25,4,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
03/11/2019,11,Prd6,FAM25,4,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
28/11/2019,11,Prd6,FAM25,4,Moscow Region,FAM25,Moscow Region,2019,↓,0,-1,-1,,1,1,1
07/01/2020,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
10/01/2020,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
14/01/2020,1,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
30/03/2020,3,Prd6,FAM25,1,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
21/04/2020,4,Prd6,FAM25,2,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
06/05/2020,5,Prd6,FAM25,2,Moscow Region,FAM25,Moscow Region,2020,↓,1,0,,,1,1,1
18/02/2019,2,Prd6,FAM25,1,North-West,FAM25,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
28/02/2019,2,Prd6,FAM25,1,North-West,FAM25,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
22/01/2019,1,Prd6,FAM25,1,North-West,FAM25,Komi Republic,2019,↓,0,-1,-1,,1,1,1
19/04/2020,4,Prd6,FAM25,2,North-West,FAM25,Komi Republic,2020,↓,1,0,,,1,1,1
05/06/2020,6,Prd6,FAM25,2,North-West,FAM25,Komi Republic,2020,↓,1,0,,,1,1,1
16/01/2019,1,Prd6,FAM25,1,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
26/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,2,1,2
28/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
26/09/2019,9,Prd6,FAM25,3,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,2,1,2
08/10/2019,10,Prd6,FAM25,4,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
14/11/2019,11,Prd6,FAM25,4,North-West,FAM25,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
29/01/2020,1,Prd6,FAM25,1,North-West,FAM25,Murmansk Oblast,2020,↓,1,0,,,1,1,1
15/01/2019,1,Prd6,FAM25,1,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
10/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
19/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
20/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
26/03/2019,3,Prd6,FAM25,1,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
02/04/2019,4,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
05/04/2019,4,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
08/04/2019,4,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
08/05/2019,5,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
14/05/2019,5,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
22/05/2019,5,Prd6,FAM25,2,North-West,FAM25,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
